record_id,account_id,project_id,predefined_health,free_text_details,timestamp,data_source
261,ACC029,PRJ059,Good,Positive stakeholder reviews across all metrics.,2025-09-28T15:29:25.762603,API
262,ACC047,PRJ053,Warning,Resource constraints causing small delays.,2025-10-07T15:29:25.762606,API
263,ACC045,PRJ075,Warning,Budget is close to the limit.,2025-09-06T15:29:25.762609,API
264,ACC037,PRJ024,Warning,"Team morale is high, deliverables exceeding expectations.",2025-09-22T15:29:25.762613,API
265,ACC011,PRJ063,Good,Delayed vendor input despite client praise.,2025-10-27T15:29:25.762616,PowerBI
266,ACC004,PRJ042,Good,Timeline on track however the vendor,2025-09-30T15:29:25.762620,PowerBI
267,ACC007,PRJ058,Critical,"Client escalation received, urgent intervention needed.",2025-09-13T15:29:25.762623,PowerBI
268,ACC037,PRJ013,Warning,Critcal path impated by resourc shortage.,2025-09-09T15:29:25.762626,Manual
269,ACC044,PRJ006,Critical,Stakeholder confidence severely impacted.,2025-09-24T15:29:25.762630,PowerBI
270,ACC025,PRJ063,Good,Everything is progressing well.,2025-09-10T15:29:25.762636,API
271,ACC007,PRJ066,Critical,Stakeholder confidence severely impacted.,2025-10-22T15:29:25.762639,API
272,ACC045,PRJ042,Critical,Project at risk of cancellation.,2025-09-19T15:29:25.762642,API
273,ACC024,PRJ065,Good,"Resoruces allocted proprely, no blocekrs.",2025-10-19T15:29:25.762645,PowerBI
274,ACC034,PRJ059,Warning,Third-party dependency delayed by 2 weeks.,2025-09-26T15:29:25.762649,API
275,ACC038,PRJ009,Warning,Resource constraints causing small delays.,2025-10-31T15:29:25.762655,API
276,ACC007,PRJ017,Good,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-10-03T15:29:25.762658,Manual
277,ACC040,PRJ050,Warning,"Team capacity stretched, overtime required.",2025-11-23T15:29:25.762662,PowerBI
278,ACC030,PRJ091,Warning,Resource constraints causing small delays.,2025-09-17T15:29:25.762668,Manual
279,ACC014,PRJ001,Warning,Quality metrics slightly below target.,2025-09-15T15:29:25.762672,Manual
280,ACC008,PRJ058,Critical,Legal compliance issues discovered.,2025-10-13T15:29:25.762675,API
281,ACC003,PRJ039,Good,Timeline stable yet critical dependency at risk.,2025-11-16T15:29:25.762678,PowerBI
282,ACC027,PRJ054,Good,"No blockers identified, smooth execution.",2025-11-18T15:29:25.762682,API
283,ACC023,PRJ008,Warning,Quality metrics slightly below target.,2025-10-12T15:29:25.762685,Manual
284,ACC034,PRJ061,Critical,Stakeholder confidence seevrely impacted.,2025-11-20T15:29:25.762690,Manual
285,ACC005,PRJ048,Warning,"Minor scope creep detected, monitoring closely.",2025-10-14T15:29:25.762694,Manual
286,ACC026,PRJ001,Warning,"Excellent feedback from client, internal issues though.",2025-11-19T15:29:25.762697,Manual
287,ACC006,PRJ007,Warning,Third-party dependency delayed by 2 weeks.,2025-10-24T15:29:25.762700,API
288,ACC025,PRJ015,Critical,Project at riks of cancellation.,2025-10-10T15:29:25.762705,PowerBI
289,ACC010,PRJ019,Critical,Key deliverable failed acceptance testing.,2025-11-15T15:29:25.762708,PowerBI
290,ACC020,PRJ006,Critical,Stakeholder confidence severely impacted.,2025-09-06T15:29:25.762713,API
291,ACC019,PRJ021,Critical,"Excellent stakeholder feedback received last week. Critical bug discovered in production today. Hotfix deployed, monitoring ongoing.",2025-11-20T15:29:25.762716,Manual
292,ACC044,PRJ098,Critical,Major budget overrun.,2025-11-06T15:29:25.762719,API
293,ACC041,PRJ036,Warning,"Budget variance at 10%, corrective action planned.",2025-09-26T15:29:25.762723,PowerBI
294,ACC033,PRJ030,Critical,"Clinet feedbck postive, timelnie on tarck.",2025-09-16T15:29:25.762726,API
295,ACC028,PRJ037,Critical,"Delivery on track, documentation severely lacking.",2025-09-21T15:29:25.762729,Manual
296,ACC047,PRJ072,Critical,Legal compliance issues discovered.,2025-11-08T15:29:25.762733,Manual
297,ACC012,PRJ011,Critical,Stakeholder confidence severely impacted.,2025-11-05T15:29:25.762736,PowerBI
298,ACC028,PRJ099,Critical,Stakeholder confidence severely impacted.,2025-10-26T15:29:25.762739,PowerBI
299,ACC013,PRJ089,Warning,Client happy but scope significantly expanded.,2025-11-11T15:29:25.762742,Manual
300,ACC012,PRJ080,Good,Positive stakeholder reviews across all metrics.,2025-10-13T15:29:25.762745,Manual
301,ACC028,PRJ082,Critical,"Excellent stakeholder feedback received last week. Critical bug discovered in production today. Hotfix deployed, monitoring ongoing.",2025-10-19T15:29:25.762749,PowerBI
302,ACC021,PRJ036,Warning,Slight delays due to vendor issues.,2025-10-06T15:29:25.762752,Manual
303,ACC011,PRJ059,Good,All milestones achieved on time.,2025-09-03T15:29:25.762756,Manual
304,ACC014,PRJ001,Good,"Delivery on track, documentation severely lacking.",2025-12-02T15:29:25.762759,API
305,ACC021,PRJ038,Critical,Resources allocated properly except for,2025-10-29T15:29:25.762763,API
306,ACC033,PRJ004,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-11-01T15:29:25.762766,PowerBI
307,ACC041,PRJ008,Good,Everything is progressing well.,2025-11-19T15:29:25.762769,PowerBI
308,ACC048,PRJ003,Warning,"Team capacity stretched, overtime required.",2025-11-22T15:29:25.762773,API
309,ACC032,PRJ007,Warning,"Minor scope crepe detected, monitoring closely.",2025-11-11T15:29:25.762778,API
310,ACC024,PRJ003,Warning,"Budget utilization at 75%, timeline on track.",2025-10-27T15:29:25.762782,PowerBI
311,ACC036,PRJ042,Warning,Resource constraints causing small delays.,2025-10-07T15:29:25.762786,PowerBI
312,ACC037,PRJ052,Critical,"Majro budget overun, escaltion required.",2025-11-03T15:29:25.762789,API
313,ACC018,PRJ098,Critical,Security vulnerability found in production.,2025-10-19T15:29:25.762792,API
314,ACC026,PRJ069,Good,Everything is progressing well.,2025-09-28T15:29:25.762795,API
315,ACC016,PRJ019,Warning,Project healthy overall despite recent setbacks.,2025-10-14T15:29:25.762799,Manual
316,ACC008,PRJ096,Warning,Resource constraints causing small delays.,2025-10-22T15:29:25.762802,PowerBI
317,ACC022,PRJ086,Good,Positive stakeholder reviews across all metrics.,2025-10-25T15:29:25.762805,PowerBI
318,ACC010,PRJ018,Critical,"Client requested additional features, timeline at risk.",2025-09-21T15:29:25.762809,API
319,ACC018,PRJ081,Warning,Third-party dependency delayed by 2 weeks.,2025-10-03T15:29:25.762812,Manual
320,ACC005,PRJ041,Good,All milestones achieved on time.,2025-11-03T15:29:25.762815,PowerBI
321,ACC044,PRJ053,Critical,Security vulnerability found in production.,2025-09-07T15:29:25.762818,PowerBI
322,ACC022,PRJ064,Good,Positive stakeholder reviews across all metrics.,2025-09-26T15:29:25.762822,Manual
323,ACC001,PRJ023,Warning,Phase 2 complete. Phase 3 kickoff delayed pending client sign-off. Resource transition planned for next sprint. Budget healthy.,2025-11-30T15:29:25.762825,PowerBI
324,ACC044,PRJ035,Critical,Stakeholder confidence severely impacted.,2025-11-26T15:29:25.762828,API
325,ACC028,PRJ010,Warning,Metrics look positive however client raised concerns.,2025-09-05T15:29:25.762832,Manual
326,ACC034,PRJ052,Critical,Stakeholder confidence severely impacted.,2025-12-02T15:29:25.762836,API
327,ACC012,PRJ090,Good,"No lbockers identified, smooth execution.",2025-09-18T15:29:25.762841,Manual
328,ACC012,PRJ028,Good,Project ahead of schedule with excellent client fedeback.,2025-11-19T15:29:25.762845,API
329,ACC014,PRJ094,Warning,"Minor scope creep detected, monitoring closely.",2025-10-28T15:29:25.762852,PowerBI
330,ACC005,PRJ044,Good,Positive stakheolder reviews across all metrics.,2025-11-13T15:29:25.762857,API
331,ACC009,PRJ071,Good,Delivery expected unless,2025-09-08T15:29:25.762860,PowerBI
332,ACC022,PRJ038,Warning,Budget is close to the limit.,2025-10-31T15:29:25.762864,Manual
333,ACC002,PRJ015,Critical,"Financials good, schedule slipping.",2025-09-22T15:29:25.762867,Manual
334,ACC032,PRJ029,Warning,Budget is close to the limit.,2025-09-29T15:29:25.762870,PowerBI
335,ACC050,PRJ011,Critical,"Client escalation received, urgent intervention needed.",2025-10-05T15:29:25.762875,API
336,ACC001,PRJ006,Critical,Major budget overrun.,2025-09-15T15:29:25.762878,PowerBI
337,ACC034,PRJ067,Good,Everything is progressing well.,2025-11-19T15:29:25.762882,PowerBI
338,ACC013,PRJ017,Critical,"Client escalation received, urgent intervention needed.",2025-11-14T15:29:25.762885,Manual
339,ACC035,PRJ023,Critical,Technically sound but stakeholder alignment poor.,2025-12-02T15:29:25.762888,PowerBI
340,ACC050,PRJ043,Critical,Technically sound but stakeholder alignment poor.,2025-11-03T15:29:25.762892,Manual
341,ACC045,PRJ024,Good,Resources allocated properly except for,2025-11-18T15:29:25.762895,PowerBI
342,ACC001,PRJ054,Warning,Quality metrics slightly below target.,2025-10-26T15:29:25.762900,Manual
343,ACC040,PRJ080,Warning,Budget fine but quality issues surfacing.,2025-09-07T15:29:25.762903,API
344,ACC020,PRJ037,Critical,Project at risk of cancellation.,2025-10-26T15:29:25.762906,API
345,ACC030,PRJ029,Good,Timeline stable yet critical dependency at risk.,2025-11-01T15:29:25.762910,PowerBI
346,ACC016,PRJ085,Good,On schedule and under budget.,2025-11-03T15:29:25.762913,Manual
347,ACC016,PRJ055,Good,"Resources optiamlly allocated, efficiency improved by 15%.",2025-11-18T15:29:25.762918,Manual
348,ACC001,PRJ082,Critical,Budget is close to the limit.,2025-11-08T15:29:25.762922,Manual
349,ACC001,PRJ085,Warning,"Client requested additional features, timeline at risk.",2025-11-07T15:29:25.762926,Manual
350,ACC022,PRJ056,Warning,Resource constraints causing small delays.,2025-10-01T15:29:25.762929,Manual
351,ACC033,PRJ044,Warning,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-10-31T15:29:25.762933,PowerBI
352,ACC014,PRJ052,Critical,Stakeholder confidence severely impacted.,2025-10-02T15:29:25.762936,PowerBI
353,ACC001,PRJ046,Warning,"Team capacity stretched, overtime required.",2025-12-01T15:29:25.762939,Manual
354,ACC024,PRJ028,Good,Project healthy overall despite recent setbacks.,2025-11-17T15:29:25.762943,Manual
355,ACC032,PRJ059,Critical,Meeting deadlines but at cost of team burnout.,2025-11-28T15:29:25.762946,API
356,ACC009,PRJ083,Critical,"Excellent stakeholder feedback received last week. Critical bug discovered in production today. Hotfix deployed, monitoring ongoing.",2025-10-09T15:29:25.762949,Manual
357,ACC019,PRJ079,Good,Project healthy overall despite recent setbacks.,2025-11-08T15:29:25.762952,Manual
358,ACC011,PRJ093,Warning,Resource constraints causing small delays.,2025-10-27T15:29:25.762955,Manual
359,ACC022,PRJ071,Critical,"Budgte utilization at 75%, timeline on track.",2025-10-30T15:29:25.762960,Manual
360,ACC043,PRJ082,Good,"Team morale is high, deliverables exceeding expectations.",2025-11-28T15:29:25.762964,Manual
361,ACC042,PRJ049,Warning,Resource constraints causing small delays.,2025-11-02T15:29:25.762967,PowerBI
362,ACC027,PRJ004,Good,"Budget overrun by 15% due to unplanned scope expansion. Timeline extended by 3 weeks. Client approved changes, relationship stable.",2025-09-30T15:29:25.762970,Manual
363,ACC039,PRJ014,Warning,Slight delays due to vendor issues.,2025-11-16T15:29:25.762973,PowerBI
364,ACC025,PRJ100,Warning,Quality metrics slightly below target.,2025-11-19T15:29:25.762977,PowerBI
365,ACC026,PRJ023,Critical,Phase 2 complete. Phase 3 kickoff delayed pending client sign-off. Resource transition planned for next sprint. Budget healthy.,2025-09-04T15:29:25.762980,PowerBI
366,ACC021,PRJ021,Good,Security audit passed with minor findings. Remediation in progress. No impact on go-live date. Stakeholders informed.,2025-10-02T15:29:25.762983,API
367,ACC004,PRJ072,Warning,Slight delays due to vendor issues.,2025-10-23T15:29:25.762986,API
368,ACC026,PRJ026,Critical,Security vulnerability found in production.,2025-09-06T15:29:25.762990,API
369,ACC014,PRJ020,Good,Evrything progresing well despte minor isues.,2025-11-08T15:29:25.762994,Manual
370,ACC014,PRJ007,Good,Positive stakeholder reviews across all metrics.,2025-10-06T15:29:25.762997,Manual
371,ACC027,PRJ019,Good,Everything is progressing well.,2025-10-09T15:29:25.763000,API
372,ACC018,PRJ027,Warning,Evrything progresing well despte minor isues.,2025-09-09T15:29:25.763003,PowerBI
373,ACC039,PRJ037,Critical,Team performance good but morale,2025-10-06T15:29:25.763007,Manual
374,ACC018,PRJ045,Warning,"Minor scope creep detected, monitoring closely.",2025-10-07T15:29:25.763010,API
375,ACC048,PRJ042,Critical,Legal compliance issues discovered.,2025-11-01T15:29:25.763013,API
376,ACC013,PRJ018,Good,Positive stakeholder reviews across all metrics.,2025-11-02T15:29:25.763018,API
377,ACC035,PRJ051,Critical,"Client escalation received, urgent intervention needed.",2025-11-01T15:29:25.763021,API
378,ACC026,PRJ036,Critical,"Client requested additional features, timeline at risk.",2025-11-19T15:29:25.763024,Manual
379,ACC030,PRJ038,Good,"Budget utilization at 75%, timeline on track.",2025-09-28T15:29:25.763028,Manual
380,ACC001,PRJ017,Critical,Key deliverable failed acceptance testing.,2025-09-05T15:29:25.763032,PowerBI
381,ACC021,PRJ054,Good,Client satisfaction rating: 9/10.,2025-11-01T15:29:25.763036,Manual
382,ACC046,PRJ072,Good,Project ahead of schedule with excellent client feedback.,2025-09-15T15:29:25.763039,PowerBI
383,ACC030,PRJ080,Critical,Security audit passed with minor findings. Remediation in progress. No impact on go-live date. Stakeholders informed.,2025-10-15T15:29:25.763042,API
384,ACC008,PRJ007,Warning,"Minor socpe creep detected, monitoring closely.",2025-09-15T15:29:25.763047,API
385,ACC044,PRJ096,Warning,Stakeholder confidence severely impacted.,2025-11-08T15:29:25.763050,API
386,ACC050,PRJ061,Good,Metrics look positive however client raised concerns.,2025-11-11T15:29:25.763053,PowerBI
387,ACC043,PRJ004,Critical,"Client escalation received, urgent intervention needed.",2025-11-22T15:29:25.763057,API
388,ACC045,PRJ092,Warning,Quality metrics slightly below target.,2025-11-11T15:29:25.763061,API
389,ACC012,PRJ029,Good,Positive stakeholder reviews across all metrics.,2025-11-11T15:29:25.763064,PowerBI
390,ACC036,PRJ059,Critical,Timeline slipped significantly.,2025-09-10T15:29:25.763067,PowerBI
391,ACC018,PRJ020,Critical,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-11-13T15:29:25.763071,API
392,ACC050,PRJ011,Critical,Project healthy overall despite recent setbacks.,2025-09-29T15:29:25.763074,PowerBI
393,ACC037,PRJ064,Good,Budget looks fine but,2025-11-13T15:29:25.763077,API
394,ACC045,PRJ043,Critical,Timeline slipped significantly.,2025-09-25T15:29:25.763081,API
395,ACC033,PRJ038,Good,Meeting deadlines but at cost of team burnout.,2025-09-24T15:29:25.763084,API
396,ACC022,PRJ080,Good,Everything is progressing well.,2025-11-23T15:29:25.763087,API
397,ACC042,PRJ025,Good,On schedule and under budget.,2025-09-30T15:29:25.763090,PowerBI
398,ACC002,PRJ077,Critical,Project ahead of schedule with excellent client feedback.,2025-10-05T15:29:25.763094,Manual
399,ACC035,PRJ068,Good,Client happy but scope significantly expanded.,2025-09-05T15:29:25.763097,PowerBI
400,ACC030,PRJ071,Good,"Resources optimlaly allocated, efficiency improved by 15%.",2025-10-21T15:29:25.763103,PowerBI
401,ACC006,PRJ079,Warning,"Minor scope crepe detected, monitoring closely.",2025-10-07T15:29:25.763108,API
402,ACC029,PRJ098,Critical,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-11-02T15:29:25.763111,Manual
403,ACC030,PRJ049,Warning,"Budget variance at 10%, corrective action planned.",2025-10-25T15:29:25.763115,API
404,ACC029,PRJ019,Warning,Quality metrics slightly below target.,2025-11-10T15:29:25.763118,Manual
405,ACC001,PRJ038,Critical,Metrics look positive however client raised concerns.,2025-10-22T15:29:25.763122,PowerBI
406,ACC008,PRJ017,Critical,Phase 2 complete. Phase 3 kickoff delayed pending client sign-off. Resource transition planned for next sprint. Budget healthy.,2025-11-27T15:29:25.763125,API
407,ACC016,PRJ018,Good,Technically sound but stakeholder alignment poor.,2025-10-05T15:29:25.763130,PowerBI
408,ACC004,PRJ057,Warning,Budget is close to the limit.,2025-09-27T15:29:25.763133,API
409,ACC004,PRJ052,Critical,Resources adequate though skills gap identified.,2025-09-19T15:29:25.763136,PowerBI
410,ACC010,PRJ017,Critical,"Critical resource resignation, no backup.",2025-11-07T15:29:25.763139,PowerBI
411,ACC024,PRJ024,Good,On schedule and under budget.,2025-11-07T15:29:25.763143,API
412,ACC001,PRJ031,Good,Project ahead of schedule with excellent client feedback.,2025-10-11T15:29:25.763146,API
413,ACC037,PRJ054,Good,"Budget exceeded by 40%, no additional funding.",2025-10-07T15:29:25.763149,Manual
414,ACC045,PRJ039,Warning,"Client requested additional features, timeline at risk.",2025-10-23T15:29:25.763153,API
415,ACC002,PRJ082,Warning,Qualtiy metrics slightly below target.,2025-10-10T15:29:25.763157,Manual
416,ACC030,PRJ049,Good,Positive stakeholder reviews across all metrics.,2025-11-13T15:29:25.763161,API
417,ACC017,PRJ039,Good,All milestones achieved on time.,2025-09-13T15:29:25.763164,API
418,ACC020,PRJ064,Good,"Budget utilization at 75%, timeline on trcak.",2025-11-19T15:29:25.763168,PowerBI
419,ACC024,PRJ041,Warning,"Client requested additional features, timeline at risk.",2025-09-23T15:29:25.763172,API
420,ACC033,PRJ074,Good,"No blockers identified, smooth execution.",2025-10-05T15:29:25.763175,API
421,ACC029,PRJ023,Warning,"Budget variance at 10%, corrective action planned.",2025-10-15T15:29:25.763178,Manual
422,ACC003,PRJ005,Critical,"Critical resource resignation, no backup.",2025-09-21T15:29:25.763181,PowerBI
423,ACC024,PRJ092,Critical,"Budget exceeded by 40%, no additional funding.",2025-09-28T15:29:25.763185,PowerBI
424,ACC020,PRJ041,Good,All milestones achieved on time.,2025-10-21T15:29:25.763188,PowerBI
425,ACC016,PRJ045,Warning,Security vulnerability found in production.,2025-09-08T15:29:25.763191,PowerBI
426,ACC015,PRJ078,Warning,"Client escalation received, urgent intervention needed.",2025-11-17T15:29:25.763196,PowerBI
427,ACC045,PRJ029,Critical,"Financials good, schedule slipping.",2025-10-30T15:29:25.763201,PowerBI
428,ACC011,PRJ083,Good,On schedule and under budget.,2025-11-07T15:29:25.763205,PowerBI
429,ACC045,PRJ030,Critical,Security vulnerability found in production.,2025-11-02T15:29:25.763208,Manual
430,ACC036,PRJ065,Good,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-11-05T15:29:25.763211,Manual
431,ACC001,PRJ007,Warning,"Team capacity stretched, overtime required.",2025-10-31T15:29:25.763215,API
432,ACC007,PRJ087,Good,"No blockers identified, smooth execution.",2025-10-09T15:29:25.763218,Manual
433,ACC037,PRJ018,Critical,Technically sound but stakeholder alignment poor.,2025-10-10T15:29:25.763221,API
434,ACC024,PRJ005,Good,"Financials goo,d schedule slipping.",2025-09-29T15:29:25.763226,API
435,ACC015,PRJ099,Warning,Third-party dependency delayed by 2 weeks.,2025-10-11T15:29:25.763229,API
436,ACC039,PRJ016,Good,On schedule and under budget.,2025-09-09T15:29:25.763232,API
437,ACC010,PRJ032,Good,"Budget utilization at 75%, timeline on track.",2025-11-23T15:29:25.763236,API
438,ACC039,PRJ078,Critical,Major budget overrun.,2025-10-04T15:29:25.763239,Manual
439,ACC023,PRJ054,Good,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-11-06T15:29:25.763242,API
440,ACC038,PRJ028,Good,Everything is progressing well.,2025-10-21T15:29:25.763246,API
441,ACC035,PRJ060,Good,"Budget utilization at 75%, timeline on track.",2025-09-29T15:29:25.763249,Manual
442,ACC021,PRJ071,Warning,"Budget variance at 10%, corrective action planned.",2025-10-24T15:29:25.763252,PowerBI
443,ACC020,PRJ045,Good,Timeline stable yet critical dependency at risk.,2025-09-16T15:29:25.763255,API
444,ACC033,PRJ050,Critical,Timeline slipped significnatly.,2025-11-02T15:29:25.763260,API
445,ACC025,PRJ059,Good,Positive stakeholder reviews across all metrics.,2025-11-11T15:29:25.763263,API
446,ACC019,PRJ090,Good,All milestones achieved on time.,2025-11-02T15:29:25.763268,API
447,ACC047,PRJ045,Warning,Project healthy overall despite recent setbacks.,2025-11-01T15:29:25.763271,PowerBI
448,ACC041,PRJ023,Warning,Budget is close to the limti.,2025-11-15T15:29:25.763276,Manual
449,ACC024,PRJ009,Good,All milestones achieved on time.,2025-11-15T15:29:25.763279,API
450,ACC017,PRJ042,Good,Project ahead of schedule with excellent client feedback.,2025-09-30T15:29:25.763282,PowerBI
451,ACC024,PRJ038,Good,Everything is progressing well.,2025-09-28T15:29:25.763286,API
452,ACC050,PRJ019,Warning,Slight delays due to vendor issues.,2025-11-04T15:29:25.763290,Manual
453,ACC013,PRJ042,Critical,"Financials good, schedule slipping.",2025-10-19T15:29:25.763293,PowerBI
454,ACC009,PRJ067,Warning,Mostly healthy but timeline risk.,2025-11-29T15:29:25.763296,PowerBI
455,ACC015,PRJ008,Warning,"Client requested additional features, timeline at risk.",2025-09-25T15:29:25.763299,Manual
456,ACC008,PRJ027,Critical,Timeline slipped significantly.,2025-09-16T15:29:25.763302,API
457,ACC004,PRJ008,Critical,Escalation pending due to,2025-10-30T15:29:25.763306,Manual
458,ACC008,PRJ071,Good,Project healthy overall despite recent setbacks.,2025-09-19T15:29:25.763309,Manual
459,ACC031,PRJ010,Good,"Team morale is high, deliverables xeceeding expectations.",2025-10-03T15:29:25.763314,API
460,ACC049,PRJ008,Good,"Team morale is high, deliverables exceeding expectations.",2025-09-13T15:29:25.763317,PowerBI
461,ACC044,PRJ002,Critical,"Critical resource resignation, no backup.",2025-10-26T15:29:25.763320,Manual
462,ACC043,PRJ043,Good,All milestones achieved on time.,2025-11-14T15:29:25.763323,API
463,ACC003,PRJ096,Good,"Team morale is high, deliverables exceeding expectations.",2025-10-04T15:29:25.763327,API
464,ACC003,PRJ064,Good,Client satisfaction rating: 9/10.,2025-10-23T15:29:25.763330,API
465,ACC027,PRJ006,Critical,Timeline slipped significantly.,2025-09-30T15:29:25.763337,Manual
466,ACC035,PRJ089,Critical,Timeline stable yet critical dependency at risk.,2025-10-09T15:29:25.763340,PowerBI
467,ACC040,PRJ074,Good,Mostly healthy but timeline risk.,2025-12-01T15:29:25.763343,PowerBI
468,ACC023,PRJ050,Warning,Communication gaps with offshore team identified.,2025-10-22T15:29:25.763347,Manual
469,ACC043,PRJ088,Critical,"Timelnie slippage detcted, risk mititgation in progres.",2025-11-19T15:29:25.763351,PowerBI
470,ACC040,PRJ039,Warning,Slight delays due to vendor issues.,2025-10-25T15:29:25.763354,API
471,ACC020,PRJ078,Good,Timeline stable yet critical dependency at risk.,2025-09-10T15:29:25.763357,PowerBI
472,ACC018,PRJ015,Good,On schedule and under budget.,2025-10-26T15:29:25.763361,API
473,ACC046,PRJ037,Warning,Third-party dependency delayed by 2 weeks.,2025-11-03T15:29:25.763364,API
474,ACC043,PRJ093,Critical,Delivery expected unless,2025-10-26T15:29:25.763368,API
475,ACC029,PRJ051,Good,Resources adequate though skills gap identified.,2025-09-26T15:29:25.763372,Manual
476,ACC003,PRJ093,Good,Milestones achieved but qualtiy,2025-10-01T15:29:25.763376,Manual
477,ACC011,PRJ020,Critical,Security vulnerability found in production.,2025-10-12T15:29:25.763379,API
478,ACC040,PRJ082,Warning,Communication gaps with offshore team identified.,2025-11-15T15:29:25.763383,PowerBI
479,ACC027,PRJ046,Warning,Timeline stable yet critical dependency at riks.,2025-11-26T15:29:25.763387,API
480,ACC028,PRJ021,Warning,"Majro budget overun, escaltion required.",2025-09-15T15:29:25.763391,Manual
481,ACC043,PRJ075,Warning,Resource constraints causing small delays.,2025-11-30T15:29:25.763394,Manual
482,ACC030,PRJ073,Critical,"Budget exceeded by 40%, no additional funding.",2025-11-21T15:29:25.763397,PowerBI
483,ACC002,PRJ045,Good,"Stakholdr concrens addressed, monitring closely.",2025-09-16T15:29:25.763400,API
484,ACC004,PRJ089,Good,Quality metrics slightly below target.,2025-10-14T15:29:25.763404,PowerBI
485,ACC007,PRJ032,Warning,Slight delays due to vendor issues.,2025-10-22T15:29:25.763408,Manual
486,ACC032,PRJ022,Good,"Team morale is high, deliverables exceeding expectations.",2025-10-18T15:29:25.763412,Manual
487,ACC028,PRJ035,Critical,Stakeholder confidence severely impacted.,2025-12-02T15:29:25.763415,Manual
488,ACC049,PRJ048,Critical,Project at risk of cancellation.,2025-10-05T15:29:25.763418,PowerBI
489,ACC008,PRJ074,Warning,Mostly healthy but timeline risk.,2025-11-16T15:29:25.763421,PowerBI
490,ACC034,PRJ088,Critical,Dleayed vendor input despite client praise.,2025-09-10T15:29:25.763426,API
491,ACC011,PRJ031,Warning,Risk identified in,2025-11-27T15:29:25.763429,Manual
492,ACC006,PRJ006,Warning,Third-party dependency delayed by 2 weeks.,2025-11-18T15:29:25.763433,PowerBI
493,ACC016,PRJ076,Warning,Quality metrics slightly below target.,2025-10-16T15:29:25.763436,Manual
494,ACC021,PRJ044,Warning,Budget is close to the limit.,2025-09-28T15:29:25.763439,Manual
495,ACC008,PRJ066,Warning,"Majro budget overun, escaltion required.",2025-11-25T15:29:25.763442,API
496,ACC011,PRJ017,Critical,Security vulnerability found in production.,2025-10-11T15:29:25.763446,Manual
497,ACC005,PRJ056,Good,Positive stakeholder erviews across all metrics.,2025-10-10T15:29:25.763450,API
498,ACC011,PRJ011,Good,Timeline stable yet critical dependency at risk.,2025-10-26T15:29:25.763454,Manual
499,ACC042,PRJ087,Warning,Communication gaps with offshore team identified.,2025-11-12T15:29:25.763457,API
500,ACC042,PRJ077,Warning,Quality metrics slightly below target.,2025-09-21T15:29:25.763460,Manual
501,ACC043,PRJ053,Warning,"Minor scope creep detected, monitoring closely.",2025-10-15T15:29:25.763463,PowerBI
502,ACC042,PRJ019,Critical,Project at risk of cancellation.,2025-11-16T15:29:25.763467,API
503,ACC030,PRJ026,Critical,"Critical resource resignation, no backup.",2025-09-26T15:29:25.763470,PowerBI
504,ACC025,PRJ004,Warning,Porject on schedle and budgett looks good.,2025-11-07T15:29:25.763475,API
505,ACC024,PRJ036,Good,Client satisfaction rating: 9/10.,2025-11-03T15:29:25.763478,PowerBI
506,ACC020,PRJ099,Good,"Delivery on track, documentation severely lacking.",2025-09-17T15:29:25.763481,API
507,ACC043,PRJ084,Critical,Major budget overrun.,2025-10-20T15:29:25.763485,PowerBI
508,ACC050,PRJ076,Critical,Security vulnerability found in production.,2025-09-06T15:29:25.763488,Manual
509,ACC037,PRJ013,Warning,Communication gaps with offshore team identified.,2025-09-21T15:29:25.763491,Manual
510,ACC007,PRJ071,Good,"Budget utilization at 75%, timeline on track.",2025-10-19T15:29:25.763495,PowerBI
511,ACC036,PRJ061,Critical,All technical deliverables on track. Documentation backlog growing. Internal audit scheduled next month. No critical blockers identified.,2025-10-01T15:29:25.763498,Manual
512,ACC010,PRJ022,Good,"Budget utilization at 75%, timeline on track.",2025-11-18T15:29:25.763501,PowerBI
513,ACC010,PRJ077,Good,Budget fine but quality issues surfacing.,2025-11-08T15:29:25.763504,Manual
514,ACC046,PRJ006,Critical,"Clietn escalation received, urgent intervention needed.",2025-11-12T15:29:25.763509,API
515,ACC048,PRJ081,Good,Legal compliance issues discovered.,2025-09-27T15:29:25.763512,Manual
516,ACC042,PRJ060,Good,Resources allocated properly except for,2025-10-04T15:29:25.763515,PowerBI
517,ACC002,PRJ073,Warning,Porject on schedle and budgett looks good.,2025-10-29T15:29:25.763519,Manual
518,ACC006,PRJ085,Good,Project ahead of schedule iwth excellent client feedback.,2025-09-19T15:29:25.763523,PowerBI
